Correlativo,Remitente,Departamento de Recepción,Departamento de Destino,Descripción,Peso (kg),Estado,Clasificación
02377,Ana Ramírez,Suchitepéquez,Izabal,Artículos de decoración,7.1,E,Paquete Grande
02378,Carolina Ruiz,Peten,Guatemala,Ropa,6.8,E,Sobre
02379,Luisa Ramírez,Escuintla,Peten,Electrodomésticos,3.6,E,Bolsa
02380,Carlos Ruiz,Escuintla,Izabal,Comida,0.5,R,Sobre
02381,Ana Hernández,Peten,Alta Verapaz,Artículos de decoración,9.3,E,Sobre
02382,María Méndez,Sacatepéquez,Izabal,Libros,9.8,E,Paquete Mediano
02383,Luisa Castillo,Quetzaltenango,Izabal,Ropa,7.6,T,Bolsa
02384,Diego García,Escuintla,Chimaltenango,Ropa,5.0,R,Sobre
02385,Javier González,Chimaltenango,Suchitepéquez,Electrónicos,4.3,E,Paquete Grande
02386,Javier García,Izabal,Escuintla,Electrodomésticos,3.9,E,Sobre
02387,Javier González,Peten,Escuintla,Juguetes,0.0,E,Sobre
02388,Carolina Hernández,Quetzaltenango,Huehuetenango,Juguetes,9.8,R,Sobre
02389,Diego Ruiz,Sacatepéquez,Escuintla,Juguetes,4.2,T,Paquete Grande
02390,Luisa Méndez,Peten,Huehuetenango,Electrodomésticos,1.5,E,Bolsa
02391,Juan García,Sacatepéquez,Alta Verapaz,Ropa,3.7,E,Bolsa
02392,María Ruiz,Guatemala,Escuintla,Libros,2.3,E,Bolsa
02393,Javier González,Suchitepéquez,Quetzaltenango,Electrónicos,1.8,E,Sobre
02394,Diego Hernández,Chimaltenango,Sacatepéquez,Artículos de decoración,0.5,T,Paquete Mediano
02395,Carlos Rodríguez,Escuintla,Guatemala,Herramientas,3.1,R,Sobre
02396,Carlos Hernández,Sacatepéquez,Sacatepéquez,Juguetes,9.3,E,Paquete Grande
02397,Javier Castillo,Izabal,Huehuetenango,Electrónicos,8.2,E,Paquete Mediano
02398,Ana Ramírez,Suchitepéquez,Quetzaltenango,Electrónicos,7.9,R,Paquete Grande
02399,Javier López,Sacatepéquez,Izabal,Libros,3.8,R,Bolsa
02400,Ana Castillo,Chimaltenango,Guatemala,Ropa,1.8,R,Paquete Grande
02401,Ana Rodríguez,Quetzaltenango,Izabal,Electrodomésticos,3.6,E,Bolsa
02402,Carolina Morales,Peten,Sacatepéquez,Artículos de decoración,5.4,E,Sobre
02403,Andrés Castillo,Escuintla,Quetzaltenango,Herramientas,3.7,T,Bolsa
02404,Javier González,Escuintla,Huehuetenango,Electrónicos,2.2,T,Paquete Grande
02405,Ana Morales,Suchitepéquez,Huehuetenango,Libros,9.7,R,Paquete Mediano
02406,Carolina Rodríguez,Izabal,Izabal,Electrónicos,8.4,E,Sobre
02407,Juan Ruiz,Peten,Escuintla,Libros,7.3,E,Sobre
02408,Andrés Castillo,Guatemala,Alta Verapaz,Ropa,3.9,T,Bolsa
02409,Luisa Ruiz,Suchitepéquez,Chimaltenango,Electrodomésticos,5.2,R,Paquete Mediano
02410,Luisa Rodríguez,Alta Verapaz,Izabal,Juguetes,6.5,T,Paquete Grande
02411,Ana Castillo,Escuintla,Quetzaltenango,Artículos de decoración,2.0,T,Bolsa
02412,Juan Morales,Guatemala,Escuintla,Ropa,3.6,R,Bolsa
02413,Diego Méndez,Suchitepéquez,Sacatepéquez,Electrónicos,3.9,T,Paquete Grande
02414,Carlos López,Peten,Guatemala,Juguetes,7.0,R,Bolsa
02415,Carolina Ruiz,Huehuetenango,Alta Verapaz,Comida,7.6,E,Bolsa
02416,Diego García,Peten,Escuintla,Electrónicos,5.7,T,Paquete Mediano
02417,Sofía Castillo,Suchitepéquez,Huehuetenango,Herramientas,4.2,T,Sobre
02418,María González,Izabal,Chimaltenango,Ropa,1.0,T,Paquete Grande
02419,Javier Castillo,Chimaltenango,Chimaltenango,Ropa,7.5,E,Sobre
02420,Sofía Hernández,Guatemala,Sacatepéquez,Artículos de decoración,0.1,E,Paquete Grande
02421,Javier Castillo,Chimaltenango,Guatemala,Artículos de decoración,3.0,T,Bolsa
02422,Luisa Rodríguez,Peten,Sacatepéquez,Electrónicos,1.9,E,Paquete Mediano
02423,Juan García,Quetzaltenango,Alta Verapaz,Electrodomésticos,2.8,T,Paquete Mediano
02424,Andrés López,Alta Verapaz,Quetzaltenango,Herramientas,1.3,E,Paquete Mediano
02425,Carlos López,Guatemala,Guatemala,Ropa,0.1,R,Paquete Mediano
02426,Luisa Ruiz,Alta Verapaz,Alta Verapaz,Libros,6.0,E,Paquete Mediano
02427,Sofía Castillo,Chimaltenango,Izabal,Ropa,9.3,R,Paquete Grande
02428,Javier García,Escuintla,Chimaltenango,Electrodomésticos,1.0,T,Sobre
02429,Diego Ruiz,Alta Verapaz,Guatemala,Comida,6.6,E,Paquete Grande
02430,Diego Castillo,Sacatepéquez,Chimaltenango,Electrónicos,6.4,E,Paquete Mediano
02431,Carolina López,Escuintla,Alta Verapaz,Comida,5.9,R,Sobre
02432,Andrés Hernández,Sacatepéquez,Sacatepéquez,Juguetes,2.5,T,Paquete Grande
02433,Carlos García,Peten,Chimaltenango,Juguetes,5.0,T,Sobre
02434,Carolina Rodríguez,Alta Verapaz,Huehuetenango,Herramientas,8.5,R,Sobre
02435,María Morales,Suchitepéquez,Guatemala,Libros,6.8,T,Bolsa
02436,Andrés Hernández,Quetzaltenango,Alta Verapaz,Electrodomésticos,8.1,R,Paquete Mediano
02437,Javier Méndez,Peten,Guatemala,Juguetes,1.9,E,Paquete Grande
02438,Andrés Morales,Chimaltenango,Suchitepéquez,Ropa,8.9,T,Paquete Mediano
02439,Sofía García,Alta Verapaz,Sacatepéquez,Ropa,5.2,E,Sobre
02440,Carlos Morales,Guatemala,Suchitepéquez,Ropa,8.7,T,Sobre
02441,Andrés López,Guatemala,Huehuetenango,Electrodomésticos,3.8,T,Paquete Mediano
02442,Carlos García,Sacatepéquez,Sacatepéquez,Herramientas,5.9,T,Sobre
02443,Carlos García,Huehuetenango,Peten,Ropa,9.9,T,Sobre
02444,Luisa Ruiz,Escuintla,Izabal,Juguetes,6.1,R,Paquete Mediano
02445,Carolina García,Huehuetenango,Alta Verapaz,Herramientas,4.2,T,Bolsa
02446,Juan Castillo,Escuintla,Izabal,Libros,3.3,E,Paquete Mediano
02447,Juan Morales,Escuintla,Quetzaltenango,Juguetes,4.4,R,Sobre
02448,Andrés Ruiz,Peten,Sacatepéquez,Comida,7.6,R,Paquete Mediano
02449,Sofía Ruiz,Escuintla,Izabal,Libros,4.5,T,Paquete Grande
02450,Andrés Méndez,Sacatepéquez,Peten,Comida,6.2,R,Paquete Grande
02451,Juan López,Suchitepéquez,Chimaltenango,Ropa,8.8,E,Sobre
02452,Javier Rodríguez,Escuintla,Guatemala,Artículos de decoración,3.0,E,Sobre
02453,María González,Huehuetenango,Peten,Electrodomésticos,6.7,T,Bolsa
02454,Andrés Morales,Alta Verapaz,Escuintla,Comida,9.5,R,Bolsa
02455,Carolina Hernández,Alta Verapaz,Escuintla,Electrónicos,3.2,T,Sobre
02456,Carlos Méndez,Escuintla,Izabal,Artículos de decoración,4.9,T,Bolsa
02457,Diego García,Alta Verapaz,Suchitepéquez,Libros,8.7,E,Paquete Mediano
02458,Luisa Castillo,Sacatepéquez,Alta Verapaz,Electrónicos,8.6,R,Sobre
02459,Diego García,Suchitepéquez,Suchitepéquez,Comida,5.0,E,Paquete Mediano
02460,Juan Morales,Peten,Suchitepéquez,Ropa,0.3,R,Bolsa
02461,Ana Ruiz,Guatemala,Peten,Electrónicos,1.7,T,Paquete Grande
02462,Sofía Méndez,Sacatepéquez,Quetzaltenango,Ropa,3.2,E,Paquete Grande
02463,Javier Castillo,Escuintla,Guatemala,Artículos de decoración,7.4,R,Bolsa
02464,Sofía Rodríguez,Suchitepéquez,Izabal,Juguetes,5.4,T,Bolsa
02465,Ana Ruiz,Alta Verapaz,Escuintla,Libros,1.4,E,Sobre
02466,Andrés Castillo,Escuintla,Escuintla,Electrónicos,3.2,E,Paquete Mediano
02467,Juan García,Izabal,Peten,Electrónicos,1.3,R,Paquete Grande
02468,Ana García,Suchitepéquez,Peten,Electrónicos,3.2,E,Paquete Grande
02469,Carolina López,Quetzaltenango,Sacatepéquez,Ropa,0.1,E,Paquete Mediano
02470,Ana Hernández,Peten,Quetzaltenango,Ropa,6.9,R,Sobre
02471,Luisa Hernández,Huehuetenango,Chimaltenango,Electrodomésticos,9.3,T,Bolsa
02472,Javier Castillo,Sacatepéquez,Izabal,Herramientas,2.8,E,Bolsa
02473,Javier Morales,Izabal,Sacatepéquez,Artículos de decoración,2.1,R,Sobre
02474,Diego García,Guatemala,Escuintla,Electrónicos,2.0,T,Sobre
02475,Andrés Morales,Quetzaltenango,Chimaltenango,Comida,2.1,E,Paquete Grande
02476,Ana Ramírez,Escuintla,Guatemala,Comida,1.5,R,Paquete Mediano
02477,Carlos Rodríguez,Peten,Escuintla,Comida,1.9,E,Paquete Mediano
02478,Carlos García,Suchitepéquez,Escuintla,Juguetes,9.5,R,Paquete Mediano
02479,Ana González,Izabal,Escuintla,Juguetes,7.9,R,Sobre
02480,Andrés Castillo,Guatemala,Izabal,Electrónicos,9.9,T,Paquete Grande
02481,Luisa García,Sacatepéquez,Peten,Artículos de decoración,4.3,R,Sobre
02482,Javier Ramírez,Guatemala,Peten,Juguetes,8.9,T,Bolsa
02483,Ana Méndez,Guatemala,Huehuetenango,Herramientas,3.7,E,Paquete Mediano
02484,Diego Hernández,Alta Verapaz,Izabal,Electrodomésticos,9.0,R,Paquete Grande
02485,Sofía Morales,Chimaltenango,Huehuetenango,Electrodomésticos,7.0,E,Sobre
02486,Javier Ramírez,Guatemala,Huehuetenango,Juguetes,7.2,E,Bolsa
02487,Carlos Méndez,Peten,Sacatepéquez,Herramientas,9.4,T,Sobre
02488,Carlos Ruiz,Izabal,Alta Verapaz,Ropa,9.6,E,Paquete Mediano
02489,Luisa Castillo,Suchitepéquez,Alta Verapaz,Electrónicos,6.3,R,Paquete Grande
02490,Andrés García,Escuintla,Quetzaltenango,Comida,9.7,R,Bolsa
02491,María Méndez,Sacatepéquez,Suchitepéquez,Electrodomésticos,4.7,E,Paquete Mediano
02492,Javier García,Peten,Alta Verapaz,Herramientas,4.7,T,Sobre
02493,Sofía Ruiz,Sacatepéquez,Escuintla,Artículos de decoración,4.8,T,Paquete Grande
02494,María Ramírez,Escuintla,Izabal,Comida,3.5,E,Bolsa
02495,Andrés Ruiz,Quetzaltenango,Quetzaltenango,Comida,7.5,E,Bolsa
02496,Javier López,Alta Verapaz,Escuintla,Electrónicos,4.3,E,Paquete Grande
02497,Carlos García,Quetzaltenango,Quetzaltenango,Juguetes,1.5,R,Paquete Mediano
02498,Sofía López,Chimaltenango,Huehuetenango,Electrónicos,3.3,T,Paquete Mediano
02499,Andrés González,Suchitepéquez,Guatemala,Comida,6.3,E,Sobre
02500,Ana Morales,Sacatepéquez,Guatemala,Ropa,2.4,R,Paquete Mediano
02501,Sofía Ruiz,Chimaltenango,Escuintla,Herramientas,5.0,R,Bolsa
02502,Sofía López,Quetzaltenango,Suchitepéquez,Herramientas,9.7,R,Paquete Mediano
02503,Diego Castillo,Huehuetenango,Sacatepéquez,Herramientas,3.5,T,Bolsa
02504,Andrés Ruiz,Escuintla,Izabal,Herramientas,7.0,R,Paquete Mediano
02505,Carolina Rodríguez,Sacatepéquez,Peten,Electrodomésticos,8.5,T,Paquete Grande
02506,Ana González,Peten,Sacatepéquez,Electrodomésticos,0.8,E,Sobre
02507,Diego Morales,Sacatepéquez,Peten,Juguetes,2.5,E,Paquete Mediano
02508,Juan Morales,Alta Verapaz,Huehuetenango,Comida,1.6,E,Sobre
02509,Carolina Castillo,Chimaltenango,Peten,Ropa,7.8,R,Paquete Mediano
02510,Luisa Hernández,Chimaltenango,Escuintla,Juguetes,5.0,T,Paquete Grande
02511,Juan López,Izabal,Izabal,Herramientas,6.7,T,Paquete Mediano
02512,Diego González,Chimaltenango,Peten,Electrodomésticos,1.0,T,Paquete Grande
02513,Ana Castillo,Izabal,Izabal,Comida,1.6,E,Sobre
02514,Sofía Méndez,Peten,Quetzaltenango,Ropa,7.0,T,Bolsa
02515,Juan Ruiz,Chimaltenango,Chimaltenango,Comida,0.7,R,Paquete Mediano
02516,Javier Hernández,Quetzaltenango,Escuintla,Libros,7.4,T,Paquete Grande
02517,Juan García,Escuintla,Guatemala,Juguetes,4.1,T,Paquete Mediano
02518,Juan López,Suchitepéquez,Alta Verapaz,Electrónicos,6.8,E,Bolsa
02519,María Morales,Guatemala,Suchitepéquez,Electrónicos,4.9,E,Bolsa
02520,María Castillo,Suchitepéquez,Sacatepéquez,Ropa,0.8,E,Paquete Mediano
02521,Ana García,Suchitepéquez,Huehuetenango,Comida,0.8,T,Paquete Grande
02522,Sofía González,Peten,Huehuetenango,Comida,9.9,E,Paquete Mediano
02523,Andrés Hernández,Huehuetenango,Suchitepéquez,Juguetes,1.6,R,Sobre
02524,Javier Méndez,Suchitepéquez,Chimaltenango,Electrónicos,0.9,R,Sobre
02525,Sofía Hernández,Alta Verapaz,Sacatepéquez,Juguetes,5.9,T,Paquete Grande
02526,María Rodríguez,Huehuetenango,Guatemala,Ropa,1.3,E,Paquete Mediano
02527,María Hernández,Suchitepéquez,Sacatepéquez,Comida,4.5,T,Sobre
02528,Luisa Castillo,Quetzaltenango,Escuintla,Juguetes,1.8,R,Sobre
02529,Andrés López,Izabal,Izabal,Electrodomésticos,2.8,E,Bolsa
02530,Ana Ramírez,Izabal,Suchitepéquez,Electrodomésticos,1.3,R,Paquete Grande
02531,Juan Hernández,Peten,Huehuetenango,Ropa,9.8,R,Paquete Grande
02532,Carolina Hernández,Peten,Chimaltenango,Electrónicos,9.6,E,Paquete Mediano
02533,María Rodríguez,Izabal,Sacatepéquez,Juguetes,6.7,R,Bolsa
02534,Javier Ramírez,Peten,Peten,Comida,3.7,T,Paquete Grande
02535,Sofía García,Izabal,Chimaltenango,Herramientas,0.8,E,Paquete Mediano
02536,Diego López,Peten,Izabal,Comida,1.3,R,Bolsa
02537,Sofía Rodríguez,Guatemala,Alta Verapaz,Herramientas,0.3,T,Bolsa
02538,Juan Morales,Alta Verapaz,Suchitepéquez,Electrónicos,7.1,E,Paquete Mediano
02539,Carlos Morales,Huehuetenango,Sacatepéquez,Herramientas,4.0,E,Paquete Grande
02540,Javier Ramírez,Escuintla,Suchitepéquez,Electrónicos,7.7,E,Bolsa
02541,Luisa Castillo,Huehuetenango,Peten,Artículos de decoración,1.4,E,Paquete Mediano
02542,María González,Izabal,Peten,Herramientas,8.2,T,Bolsa
02543,Carlos González,Chimaltenango,Peten,Ropa,8.5,T,Paquete Mediano
02544,Andrés Méndez,Suchitepéquez,Izabal,Artículos de decoración,7.9,T,Sobre
02545,Javier Méndez,Huehuetenango,Quetzaltenango,Electrodomésticos,3.3,E,Paquete Grande
02546,Sofía López,Chimaltenango,Huehuetenango,Ropa,7.8,E,Bolsa
02547,Carlos Rodríguez,Escuintla,Suchitepéquez,Electrodomésticos,7.4,T,Sobre
02548,María González,Izabal,Chimaltenango,Comida,6.4,E,Sobre
02549,Sofía Hernández,Suchitepéquez,Huehuetenango,Electrónicos,7.4,E,Paquete Grande
02550,Carolina García,Huehuetenango,Sacatepéquez,Herramientas,8.9,E,Paquete Grande
02551,Sofía López,Izabal,Escuintla,Electrónicos,2.0,T,Sobre
02552,Carlos García,Chimaltenango,Izabal,Libros,2.9,E,Paquete Mediano
02553,Juan García,Izabal,Sacatepéquez,Juguetes,8.9,R,Bolsa
02554,Sofía Morales,Guatemala,Quetzaltenango,Herramientas,8.3,R,Paquete Grande
02555,Andrés García,Sacatepéquez,Escuintla,Herramientas,8.0,E,Paquete Mediano
02556,Diego García,Izabal,Quetzaltenango,Juguetes,4.3,R,Bolsa
02557,Sofía Morales,Sacatepéquez,Guatemala,Ropa,4.2,T,Sobre
02558,María López,Quetzaltenango,Guatemala,Electrónicos,9.5,E,Bolsa
02559,Carolina Méndez,Suchitepéquez,Chimaltenango,Comida,5.3,T,Paquete Grande
02560,Carlos Méndez,Quetzaltenango,Quetzaltenango,Electrodomésticos,9.7,E,Paquete Grande
02561,Javier Hernández,Quetzaltenango,Quetzaltenango,Ropa,1.5,T,Sobre
02562,Javier Méndez,Escuintla,Quetzaltenango,Ropa,8.8,R,Paquete Mediano
02563,Andrés Ruiz,Guatemala,Quetzaltenango,Comida,8.8,E,Paquete Mediano
02564,Diego Ruiz,Sacatepéquez,Suchitepéquez,Electrónicos,7.3,R,Sobre
02565,María González,Sacatepéquez,Suchitepéquez,Electrónicos,3.7,T,Paquete Grande
02566,Luisa Castillo,Izabal,Escuintla,Herramientas,3.9,T,Paquete Grande
02567,Carlos Morales,Huehuetenango,Suchitepéquez,Artículos de decoración,3.0,T,Bolsa
02568,Diego Rodríguez,Guatemala,Izabal,Libros,4.5,T,Paquete Grande
02569,Luisa López,Huehuetenango,Peten,Electrodomésticos,3.5,R,Paquete Mediano
02570,Carolina Ruiz,Quetzaltenango,Quetzaltenango,Electrónicos,4.7,T,Bolsa
02571,Ana Hernández,Izabal,Sacatepéquez,Comida,8.2,E,Paquete Grande
02572,Carlos García,Quetzaltenango,Escuintla,Juguetes,9.6,E,Paquete Grande
02573,Diego Ruiz,Guatemala,Peten,Herramientas,1.3,R,Paquete Mediano
02574,Luisa Castillo,Huehuetenango,Escuintla,Libros,6.7,T,Sobre
02575,Diego Morales,Suchitepéquez,Izabal,Ropa,9.9,R,Paquete Grande
02576,Carolina López,Guatemala,Quetzaltenango,Juguetes,6.7,R,Paquete Mediano
02577,Juan Méndez,Guatemala,Alta Verapaz,Electrónicos,5.4,T,Paquete Grande
02578,Javier García,Suchitepéquez,Suchitepéquez,Electrónicos,7.1,E,Paquete Grande
02579,Diego Ruiz,Peten,Suchitepéquez,Comida,0.2,E,Paquete Grande
02580,María Ramírez,Suchitepéquez,Izabal,Juguetes,3.3,R,Paquete Grande
02581,Andrés Ramírez,Escuintla,Alta Verapaz,Ropa,5.2,T,Paquete Mediano
02582,Luisa Ruiz,Huehuetenango,Huehuetenango,Ropa,3.2,E,Paquete Mediano
02583,Ana Méndez,Escuintla,Sacatepéquez,Juguetes,1.9,T,Paquete Mediano
02584,Javier Ramírez,Huehuetenango,Alta Verapaz,Libros,9.2,R,Paquete Mediano
02585,Carolina González,Suchitepéquez,Sacatepéquez,Herramientas,6.0,T,Bolsa
02586,Carolina López,Escuintla,Izabal,Comida,3.2,E,Bolsa
02587,Sofía Morales,Huehuetenango,Alta Verapaz,Comida,5.1,E,Paquete Mediano
02588,Andrés Ramírez,Huehuetenango,Alta Verapaz,Juguetes,9.3,R,Paquete Mediano
02589,Carlos Ruiz,Izabal,Huehuetenango,Juguetes,7.4,T,Sobre
02590,Luisa Ramírez,Alta Verapaz,Peten,Herramientas,9.8,R,Bolsa
02591,Juan González,Escuintla,Huehuetenango,Electrónicos,6.1,R,Paquete Mediano
02592,María González,Huehuetenango,Peten,Artículos de decoración,8.2,R,Paquete Mediano
02593,Diego Hernández,Quetzaltenango,Alta Verapaz,Herramientas,3.1,R,Paquete Mediano
02594,Andrés Hernández,Quetzaltenango,Quetzaltenango,Electrónicos,6.2,T,Bolsa
02595,Carolina Rodríguez,Izabal,Escuintla,Artículos de decoración,9.2,T,Sobre
02596,Diego González,Peten,Izabal,Libros,7.3,E,Bolsa
02597,Luisa Méndez,Chimaltenango,Sacatepéquez,Ropa,3.9,T,Paquete Grande
02598,Javier Hernández,Izabal,Quetzaltenango,Electrónicos,4.4,E,Paquete Mediano
02599,Luisa López,Escuintla,Alta Verapaz,Artículos de decoración,0.8,T,Paquete Grande
02600,Sofía García,Alta Verapaz,Alta Verapaz,Artículos de decoración,4.4,R,Paquete Mediano
02601,Ana Méndez,Peten,Alta Verapaz,Libros,3.2,R,Bolsa
02602,Diego García,Alta Verapaz,Chimaltenango,Electrodomésticos,6.1,R,Sobre
02603,Carolina Ramírez,Escuintla,Peten,Electrodomésticos,5.6,T,Paquete Grande
02604,Javier Castillo,Peten,Sacatepéquez,Artículos de decoración,6.1,E,Bolsa
02605,María López,Guatemala,Suchitepéquez,Libros,4.7,R,Paquete Mediano
02606,Carlos Castillo,Guatemala,Suchitepéquez,Electrodomésticos,6.6,R,Sobre
02607,Javier Morales,Chimaltenango,Izabal,Artículos de decoración,6.3,E,Paquete Grande
02608,Andrés García,Guatemala,Sacatepéquez,Comida,2.4,R,Sobre
02609,Carlos Méndez,Alta Verapaz,Suchitepéquez,Electrodomésticos,2.5,R,Paquete Mediano
02610,Luisa Ruiz,Guatemala,Izabal,Comida,9.9,E,Bolsa
02611,Javier García,Escuintla,Escuintla,Electrónicos,4.4,T,Sobre
02612,Sofía Hernández,Chimaltenango,Peten,Electrodomésticos,4.0,E,Bolsa
02613,Luisa González,Sacatepéquez,Escuintla,Electrónicos,4.4,T,Paquete Grande
02614,Ana Rodríguez,Alta Verapaz,Chimaltenango,Juguetes,8.1,R,Bolsa
02615,Carlos García,Peten,Quetzaltenango,Juguetes,5.0,E,Paquete Mediano
02616,Ana Hernández,Quetzaltenango,Quetzaltenango,Herramientas,1.8,E,Sobre
02617,Luisa Rodríguez,Escuintla,Escuintla,Artículos de decoración,6.8,E,Paquete Mediano
02618,Sofía Hernández,Quetzaltenango,Chimaltenango,Electrodomésticos,1.6,R,Paquete Mediano
02619,María García,Suchitepéquez,Escuintla,Ropa,2.8,R,Paquete Mediano
02620,Andrés Ruiz,Quetzaltenango,Guatemala,Juguetes,9.2,T,Bolsa
02621,Javier Méndez,Izabal,Izabal,Electrodomésticos,2.6,T,Paquete Mediano
02622,Andrés Morales,Chimaltenango,Peten,Comida,3.0,T,Paquete Mediano
02623,Carolina Ruiz,Alta Verapaz,Alta Verapaz,Juguetes,1.7,R,Paquete Mediano
02624,Javier López,Suchitepéquez,Chimaltenango,Libros,6.9,T,Paquete Mediano
02625,Carolina Hernández,Huehuetenango,Sacatepéquez,Comida,1.7,E,Bolsa
02626,Juan Castillo,Huehuetenango,Chimaltenango,Herramientas,2.8,T,Paquete Mediano
02627,Sofía Castillo,Peten,Alta Verapaz,Libros,5.7,R,Sobre
02628,Luisa Hernández,Huehuetenango,Izabal,Juguetes,10.0,T,Paquete Grande
02629,Carolina López,Chimaltenango,Sacatepéquez,Comida,3.7,R,Paquete Grande
02630,Andrés Ramírez,Sacatepéquez,Alta Verapaz,Ropa,8.0,R,Paquete Mediano
02631,Juan López,Peten,Suchitepéquez,Juguetes,3.8,T,Paquete Mediano
02632,Juan Méndez,Escuintla,Izabal,Juguetes,7.5,T,Sobre
02633,María Hernández,Sacatepéquez,Suchitepéquez,Artículos de decoración,3.4,E,Paquete Grande
02634,María Ruiz,Alta Verapaz,Sacatepéquez,Libros,3.1,E,Paquete Grande
02635,Javier Castillo,Huehuetenango,Guatemala,Electrodomésticos,5.9,T,Sobre
02636,Carlos Méndez,Peten,Peten,Libros,4.9,R,Paquete Grande
02637,Carolina Rodríguez,Sacatepéquez,Izabal,Juguetes,8.0,R,Paquete Mediano
02638,María Castillo,Quetzaltenango,Sacatepéquez,Libros,3.0,T,Bolsa
02639,Sofía García,Huehuetenango,Izabal,Herramientas,2.0,T,Sobre
02640,Ana Morales,Quetzaltenango,Sacatepéquez,Herramientas,8.7,R,Paquete Grande
02641,Diego Rodríguez,Quetzaltenango,Escuintla,Juguetes,8.4,T,Paquete Mediano
02642,Javier Méndez,Suchitepéquez,Huehuetenango,Libros,9.9,R,Bolsa
02643,Carlos González,Escuintla,Quetzaltenango,Juguetes,4.2,T,Bolsa
02644,Diego Rodríguez,Peten,Escuintla,Herramientas,3.5,T,Bolsa
02645,Luisa González,Sacatepéquez,Alta Verapaz,Electrónicos,1.2,R,Sobre
02646,Sofía Hernández,Huehuetenango,Huehuetenango,Electrodomésticos,1.0,T,Paquete Mediano
02647,María Castillo,Escuintla,Escuintla,Comida,0.2,T,Bolsa
02648,María Ramírez,Huehuetenango,Peten,Comida,1.8,T,Sobre
02649,Luisa Ruiz,Guatemala,Escuintla,Herramientas,4.5,R,Bolsa
02650,Ana Méndez,Alta Verapaz,Quetzaltenango,Herramientas,9.6,E,Paquete Mediano
02651,Javier Hernández,Escuintla,Izabal,Libros,0.2,E,Sobre
02652,Luisa Morales,Izabal,Alta Verapaz,Libros,6.2,T,Sobre
02653,Diego Ruiz,Chimaltenango,Izabal,Artículos de decoración,5.4,R,Paquete Grande
02654,Luisa Ramírez,Escuintla,Izabal,Ropa,8.7,E,Bolsa
02655,María Ruiz,Izabal,Chimaltenango,Herramientas,5.9,T,Paquete Mediano
02656,Diego González,Peten,Escuintla,Electrodomésticos,4.1,R,Sobre
02657,María Morales,Escuintla,Izabal,Juguetes,0.5,T,Sobre
02658,Luisa Ruiz,Sacatepéquez,Escuintla,Juguetes,6.9,R,Paquete Mediano
02659,Luisa Ramírez,Suchitepéquez,Chimaltenango,Electrodomésticos,2.1,T,Bolsa
02660,Diego González,Alta Verapaz,Peten,Comida,4.8,T,Sobre
02661,Luisa Ramírez,Alta Verapaz,Izabal,Artículos de decoración,8.7,T,Paquete Mediano
02662,Carolina Ramírez,Escuintla,Chimaltenango,Artículos de decoración,6.8,E,Bolsa
02663,Javier López,Izabal,Suchitepéquez,Ropa,0.6,T,Paquete Mediano
02664,Diego Ruiz,Chimaltenango,Suchitepéquez,Electrodomésticos,9.4,E,Paquete Mediano
02665,Sofía Morales,Alta Verapaz,Peten,Ropa,6.7,E,Bolsa
02666,María Rodríguez,Escuintla,Alta Verapaz,Electrodomésticos,5.9,E,Paquete Mediano
02667,Javier Morales,Chimaltenango,Huehuetenango,Electrodomésticos,7.3,T,Paquete Grande
02668,Luisa Castillo,Guatemala,Sacatepéquez,Electrodomésticos,2.9,R,Paquete Grande
02669,Diego Morales,Escuintla,Huehuetenango,Libros,6.4,T,Sobre
02670,Diego González,Escuintla,Alta Verapaz,Juguetes,0.2,E,Paquete Grande
02671,Sofía Rodríguez,Chimaltenango,Guatemala,Artículos de decoración,0.4,T,Paquete Grande
02672,Diego Méndez,Suchitepéquez,Quetzaltenango,Libros,8.6,T,Sobre
02673,Andrés Rodríguez,Escuintla,Guatemala,Comida,5.6,R,Paquete Mediano
02674,Carlos González,Guatemala,Escuintla,Ropa,9.9,T,Paquete Grande
02675,Juan Rodríguez,Suchitepéquez,Izabal,Ropa,2.7,T,Paquete Grande
02676,María García,Suchitepéquez,Peten,Electrodomésticos,5.8,E,Sobre
02677,María Castillo,Alta Verapaz,Suchitepéquez,Herramientas,0.5,R,Sobre
02678,Carlos Hernández,Izabal,Peten,Comida,8.3,E,Paquete Grande
02679,Carlos López,Quetzaltenango,Guatemala,Libros,5.5,R,Paquete Grande
02680,Juan Castillo,Peten,Peten,Libros,9.3,T,Sobre
02681,Ana López,Suchitepéquez,Guatemala,Comida,1.5,T,Sobre
02682,Ana Rodríguez,Alta Verapaz,Quetzaltenango,Juguetes,2.1,E,Bolsa
02683,Juan Ruiz,Sacatepéquez,Alta Verapaz,Comida,5.0,E,Paquete Mediano
02684,Ana Ruiz,Alta Verapaz,Peten,Ropa,1.4,T,Sobre
02685,Ana Castillo,Sacatepéquez,Peten,Ropa,0.5,R,Paquete Grande
02686,Javier Méndez,Guatemala,Alta Verapaz,Electrodomésticos,5.5,E,Paquete Grande
02687,Sofía Rodríguez,Izabal,Izabal,Ropa,1.4,T,Bolsa
02688,Carolina Méndez,Izabal,Huehuetenango,Libros,7.0,R,Bolsa
02689,Juan García,Huehuetenango,Alta Verapaz,Artículos de decoración,1.4,E,Paquete Mediano
02690,María Ramírez,Huehuetenango,Suchitepéquez,Artículos de decoración,5.7,E,Paquete Grande
02691,María Ramírez,Huehuetenango,Alta Verapaz,Comida,0.8,T,Bolsa
